count1,count8,pici1,count3,school_name,pici7,pici8,school_id,pici3,pici4,count2,count4,count5,count7,pici2,price,count6,pici6,pici5
,,,,,,,,[高职高专批],19,,,8410&nbsp,,950&nbsp,,,福建生物工程职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,9,[专科提前批空乘等],[提前批艺术专科],[高职高专批],71,,,8412&nbsp,,650&nbsp,,20,厦门城市职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],60,,,8416&nbsp,,800&nbsp,,,山东商务职业学院&nbsp,
,,,,,28,,[提前批艺术专科],[高职高专批],12,,,8417&nbsp,,800&nbsp,,,山东轻工职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,6,,[提前批艺术专科],[高职高专批],14,,,8431&nbsp,,1600&nbsp,,,三亚理工职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],15,,,8434&nbsp,,800&nbsp,,,江西冶金职业技术学院&nbsp,
,,,,,,,,[高职高专批],5,,,8435&nbsp,,1000&nbsp,,,山东理工职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],5,,,8438&nbsp,,800&nbsp,,,运城职业技术学院(民办)&nbsp,
,,,,,19,,[专科提前批航海],[高职高专批],11,,,8439&nbsp,,1200&nbsp,,,大连航运职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],24,,,8440&nbsp,,900&nbsp,,,大连汽车职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,26,,[提前批艺术专科],[高职高专批],127,,,8442&nbsp,,1200&nbsp,,,上海行健职业学院&nbsp,
,,,,,,,,[高职高专批],30,,,8443&nbsp,,1200&nbsp,,,大连装备制造职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],40,,,8444&nbsp,,600&nbsp,,,三峡电力职业学院&nbsp,
,,,,,15,,[提前批艺术专科],[高职高专批],69,,,8445&nbsp,,1000&nbsp,,,上海科学技术职业学院&nbsp,
,,,,,,,,[高职高专批],163,,,8446&nbsp,,1200&nbsp,,,上海电子信息职业技术学院&nbsp,
,,,,,10,,[提前批艺术专科],[高职高专批],75,,,8447&nbsp,,1000&nbsp,,,上海交通职业技术学院&nbsp,
,,,,,,,,[高职高专批],176,,,8448&nbsp,,1200&nbsp,,,上海城建职业学院&nbsp,
,,,,,,,,[高职高专批],12,,,8449&nbsp,,1200&nbsp,,,上海海事职业技术学院&nbsp,
,,,,,,,,[高职高专批],95,,,8450&nbsp,,1200&nbsp,,,上海农林职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8451&nbsp,,800&nbsp,,,湖南外国语职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,6,,[提前批艺术专科],[高职高专批],84,,,8453&nbsp,,2200&nbsp,,,上海工商职业技术学院(原上海新侨职业技术学院)(民办)&nbsp,
,,,,,5,,[提前批艺术专科],[高职高专批],75,,,8454&nbsp,,2500&nbsp,,,上海中侨职业技术学院(民办)&nbsp,
,,,,,9,,[提前批艺术专科],[高职高专批],31,,,8455&nbsp,,1200&nbsp,,,上海邦德职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],110,,,8456&nbsp,,880&nbsp,,,哈尔滨应用职业技术学院(民办)&nbsp,
,,,,,5,[专科提前批空乘等],[提前批艺术专科],[高职高专批],61,,,8457&nbsp,,2500&nbsp,,46,上海东海职业技术学院(民办)&nbsp,
,,,,,22,,[提前批艺术专科],[高职高专批],130,,,8458&nbsp,,3300&nbsp,,,上海工商外国语职业学院(民办)&nbsp,
,,,,,5,,[提前批艺术专科],[高职高专批],65,,,8459&nbsp,,2100&nbsp,,,上海济光职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[本科二批],20,,,8461&nbsp,,0&nbsp,,,上海兴伟学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8480&nbsp,,1000&nbsp,,,四川文化产业职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8483&nbsp,,800&nbsp,,,蚌埠经济技术职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],46,,,8484&nbsp,,850&nbsp,,,福建卫生职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[提前批艺术专科],30,,,8488&nbsp,,900&nbsp,,,泉州工艺美术职业学院(原德化陶瓷职业技术学院)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],23,,,8490&nbsp,,550&nbsp,,,宁德职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],40,,,8492&nbsp,,1200&nbsp,,,厦门软件职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],50,,,8493&nbsp,,1020&nbsp,,,漳州城市职业学院&nbsp,
,,,,,80,,[专科提前批空乘等],[高职高专批],40,,,8494&nbsp,,1500&nbsp,,,厦门南洋职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],20,,,8495&nbsp,,500&nbsp,,,菏泽家政职业学院&nbsp,
,,,,,,,,[高职高专批],40,,,8496&nbsp,,1000&nbsp,,,湖北科技职业学院&nbsp,
,,,,,25,,[提前批艺术专科],[高职高专批],115,,,8497&nbsp,,1000&nbsp,,,湖北青年职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8500&nbsp,,1200&nbsp,,,中山职业技术学院&nbsp,
,,,,,,,,[高职高专批],40,,,8501&nbsp,,1500&nbsp,,,泰州职业技术学院&nbsp,
,,,,,30,,[提前批艺术专科],[高职高专批],70,,,8502&nbsp,,1000&nbsp,,,无锡职业技术学院&nbsp,
,,,,,,,,[高职高专批],42,,,8503&nbsp,,1200&nbsp,,,苏州工业园区职业技术学院&nbsp,
,,,,,,,,[高职高专批],60,,,8504&nbsp,,600&nbsp,,,江阴职业技术学院&nbsp,
,,,,,,,,[高职高专批],15,,,8505&nbsp,,800&nbsp,,,宿迁职业技术学院&nbsp,
,,,,,5,,[提前批艺术专科],[高职高专批],60,,,8506&nbsp,,1500&nbsp,,,苏州工业园区服务外包职业学院&nbsp,
,,,,,18,[专科提前批空乘等],[提前批艺术专科],[高职高专批],177,,,8507&nbsp,,800&nbsp,,5,连云港职业技术学院&nbsp,
,,,,,15,,[提前批艺术专科],[高职高专批],95,,,8508&nbsp,,1200&nbsp,,,南京工业职业技术学院&nbsp,
,,,,,18,,[提前批艺术专科],[高职高专批],62,,,8509&nbsp,,500&nbsp,,,江苏工程职业技术学院(原南通纺织职业技术学院)&nbsp,
,,,,,,,,[高职高专批],50,,,8510&nbsp,,1100&nbsp,,,南京机电职业技术学院&nbsp,
,,,,,8,,[提前批艺术专科],[高职高专批],142,,,8511&nbsp,,1200&nbsp,,,南通航运职业技术学院&nbsp,
,,,,,,,,[高职高专批],60,,,8512&nbsp,,1200&nbsp,,,南京交通职业技术学院&nbsp,
,,,,,,,,[高职高专批],150,,,8513&nbsp,,1000&nbsp,,,淮安信息职业技术学院&nbsp,
,,,,,3,,[提前批艺术专科],[高职高专批],7,,,8514&nbsp,,1000&nbsp,,,常州纺织服装职业技术学院&nbsp,
,,,,,,,,[高职高专批],150,,,8515&nbsp,,1000&nbsp,,,盐城工业职业技术学院&nbsp,
,,,,,,,,[高职高专批],15,,,8516&nbsp,,1200&nbsp,,,渤海理工职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],80,,,8517&nbsp,,1000&nbsp,,,常州工程职业技术学院&nbsp,
,,,,,,,,[高职高专批],60,,,8518&nbsp,,1000&nbsp,,,常州轻工职业技术学院&nbsp,
,,,,,,,,[高职高专批],40,,,8519&nbsp,,1200&nbsp,,,常州机电职业技术学院&nbsp,
,,,,,,,,[高职高专批],170,,,8520&nbsp,,500&nbsp,,,徐州工业职业技术学院&nbsp,
,,,,,,,,[高职高专批],40,,,8521&nbsp,,1000&nbsp,,,江苏食品药品职业技术学院&nbsp,
,,,,,20,,[专科提前批直招士官],[高职高专批],5,,,8522&nbsp,,1200&nbsp,,,江苏信息职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],120,,,8524&nbsp,,1200&nbsp,,,江苏农牧科技职业学院&nbsp,
,,,,,20,,[提前批艺术专科],[高职高专批],100,,,8525&nbsp,,600&nbsp,,,苏州农业职业技术学院&nbsp,
,,,,,,,,[高职高专批],200,,,8526&nbsp,,1200&nbsp,,,江苏农林职业技术学院&nbsp,
,,,,,20,,[提前批艺术专科],[高职高专批],130,,,8527&nbsp,,700&nbsp,,,无锡商业职业技术学院&nbsp,
,,,,,,,,[提前批艺术专科],50,,,8528&nbsp,,1000&nbsp,,,苏州工艺美术职业技术学院&nbsp,
,,,,,20,,[提前批艺术专科],[高职高专批],80,,,8529&nbsp,,1200&nbsp,,,无锡科技职业学院&nbsp,
,,,,,11,,[提前批艺术专科],[高职高专批],159,,,8530&nbsp,,1300&nbsp,,,苏州职业大学&nbsp,
,,,,,,,,[高职高专批],90,,,8531&nbsp,,1000&nbsp,,,扬州市职业大学&nbsp,
,,,,,30,,[提前批艺术专科],[高职高专批],245,,,8532&nbsp,,500&nbsp,,,南通职业大学&nbsp,
,,,,,9,[专科提前批空乘等],[提前批艺术专科],[高职高专批],46,,,8533&nbsp,,1500&nbsp,,5,苏州高博软件技术职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],10,,,8534&nbsp,,0&nbsp,,,沙洲职业工学院&nbsp,
,,,,,,,,[高职高专批],100,,,8535&nbsp,,,,,苏州信息职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8536&nbsp,,1000&nbsp,,,明达职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],20,,,8537&nbsp,,1200&nbsp,,,正德职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],30,,,8538&nbsp,,1300&nbsp,,,无锡南洋职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],18,,,8539&nbsp,,1000&nbsp,,,太湖创意职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],20,,,8540&nbsp,,1500&nbsp,,,炎黄职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],20,,,8541&nbsp,,1500&nbsp,,,金肯职业技术学院(民办)&nbsp,
,,,,,10,,[提前批艺术本科B段],[本科二批],122,,,8542&nbsp,,2800&nbsp,,,南通理工学院(民办)&nbsp,
,,,,,3,,[提前批艺术专科],[高职高专批],77,,,8543&nbsp,,1000&nbsp,,,九州职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],10,,,8544&nbsp,,1200&nbsp,,,硅湖职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],30,,,8545&nbsp,,1500&nbsp,,,钟山职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],40,,,8546&nbsp,,1000&nbsp,,,江苏护理职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,40,[专科提前批空乘等],[提前批艺术专科],[高职高专批],120,,,8550&nbsp,,1000&nbsp,,10,南京城市职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],27,,,8558&nbsp,,800&nbsp,,,浙江同济科技职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],5,,,8564&nbsp,,1600&nbsp,,,浙江安防职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8565&nbsp,,960&nbsp,,,浙江舟山群岛新区旅游与健康职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8572&nbsp,,800&nbsp,,,合肥共达职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],30,,,8573&nbsp,,800&nbsp,,,安徽矿业职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8575&nbsp,,800&nbsp,,,安徽现代信息工程职业学院(民办)&nbsp,
,,,,,15,[提前批艺术专科],[专科提前批直招士官],[高职高专批],101,,,8576&nbsp,,700&nbsp,,18,江苏海事职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8579&nbsp,,1200&nbsp,,,苏州工业职业技术学院&nbsp,
,,,,,,,,[高职高专批],124,,,8580&nbsp,,1200&nbsp,,,苏州经贸职业技术学院&nbsp,
,,,,,,,,[高职高专批],60,,,8581&nbsp,,1200&nbsp,,,杭州职业技术学院&nbsp,
,,,,,,,,[高职高专批],75,,,8582&nbsp,,600&nbsp,,,义乌工商职业技术学院&nbsp,
,,,,,,,,[高职高专批],31,,,8583&nbsp,,1200&nbsp,,,宁波职业技术学院&nbsp,
,,,,,,,,[高职高专批],56,,,8584&nbsp,,1200&nbsp,,,温州职业技术学院&nbsp,
,,,,,,,,[高职高专批],5,,,8585&nbsp,,1200&nbsp,,,台州职业技术学院&nbsp,
,,,,,,,,[高职高专批],40,,,8586&nbsp,,1200&nbsp,,,嘉兴职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8587&nbsp,,1200&nbsp,,,湖州职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],5,,,8589&nbsp,,1200&nbsp,,,丽水职业技术学院&nbsp,
,,,,,5,,[专科提前批直招士官],[高职高专批],55,,,8590&nbsp,,1200&nbsp,,,浙江交通职业技术学院&nbsp,
,,,,,,,,[高职高专批],41,,,8591&nbsp,,1600&nbsp,,,浙江机电职业技术学院&nbsp,
,,,,,,,,[高职高专批],45,,,8592&nbsp,,1200&nbsp,,,浙江工业职业技术学院&nbsp,
,,,,,10,,[专科提前批直招士官],[高职高专批],70,,,8593&nbsp,,1600&nbsp,,,浙江建设职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],60,,,8595&nbsp,,1200&nbsp,,,浙江工贸职业技术学院&nbsp,
,,,,,,,,[本科二批],60,,,8596&nbsp,,1400&nbsp,,,浙江越秀外国语学院(民办)&nbsp,
,,,,,,,,[高职高专批],40,,,8597&nbsp,,1200&nbsp,,,浙江工商职业技术学院&nbsp,
,,,,,,,,[高职高专批],40,,,8598&nbsp,,1200&nbsp,,,浙江商业职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],60,,,8600&nbsp,,1200&nbsp,,,浙江金融职业学院&nbsp,
,,,,,,,,[高职高专批],60,,,8601&nbsp,,1200&nbsp,,,浙江经济职业技术学院&nbsp,
,,,,,,,,[高职高专批],40,,,8602&nbsp,,1200&nbsp,,,浙江经贸职业技术学院&nbsp,
,,,,,10,[提前批艺术专科],[提前批体育专科],[高职高专批],15,,,8603&nbsp,,1200&nbsp,,5,厦门安防科技职业学院(民办)&nbsp,
,,,,,,,,[提前批艺术专科],15,,,8604&nbsp,,1200&nbsp,,,浙江艺术职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,14,,[专科提前批航海],[高职高专批],26,,,8606&nbsp,,1400&nbsp,,,泉州海洋职业学院(原泉州泰山航海职业学院)(民办)&nbsp,
,,,,,,,,[高职高专批],60,,,8607&nbsp,,800&nbsp,,,金华职业技术学院&nbsp,
,,,,,,,,[高职高专批],6,,,8608&nbsp,,1500&nbsp,,,浙江育英职业技术学院(民办)&nbsp,
,,,,,10,,[提前批艺术本科B段],[本科二批],110,,,8609&nbsp,,1500&nbsp,,,宁波大红鹰学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],2,,,8611&nbsp,,2000&nbsp,,,绍兴职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,10,,[提前批艺术专科],[高职高专批],20,,,8613&nbsp,,1000&nbsp,,,江西水利职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8615&nbsp,,1200&nbsp,,,烟台黄金职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],6,,,8620&nbsp,,900&nbsp,,,惠州卫生职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],15,,,8624&nbsp,,1800&nbsp,,,广东酒店管理职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8631&nbsp,,1400&nbsp,,,广东环境保护工程职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],30,,,8634&nbsp,,900&nbsp,,,广东文理职业学院(民办)&nbsp,
,,,,,,,,[高职高专批],10,,,8635&nbsp,,850&nbsp,,,广西卫生职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,15,,[专科提前批空乘等],[高职高专批],9,,,8637&nbsp,,1200&nbsp,,,重庆旅游职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8643&nbsp,,800&nbsp,,,合肥通用职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8644&nbsp,,800&nbsp,,,六安职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8645&nbsp,,800&nbsp,,,宿州职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],15,,,8649&nbsp,,800&nbsp,,,淮北职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],4,,,8653&nbsp,,800&nbsp,,,安徽电子信息职业技术学院&nbsp,
,,,,,,,,[专科提前批直招士官],10,,,8654&nbsp,,800&nbsp,,,安徽交通职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8655&nbsp,,800&nbsp,,,安徽职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8659&nbsp,,800&nbsp,,,安徽警官职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8662&nbsp,,800&nbsp,,,淮南联合大学&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,10,,[提前批艺术本科B段],[高职高专批],160,,,8665&nbsp,,1500&nbsp,,,安徽文达信息工程学院(民办)&nbsp,
,,,,,,,,[高职高专批],10,,,8666&nbsp,,800&nbsp,,,民办合肥滨湖职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,40,,[高职高专批],[本科二批],10,,,8668&nbsp,,1200&nbsp,,,安徽外国语学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[提前批艺术专科],20,,,8673&nbsp,,1000&nbsp,,,四川艺术职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],5,,,8675&nbsp,,1200&nbsp,,,四川科技职业学院(民办)&nbsp,
,,,,,12,,[提前批艺术专科],[高职高专批],38,,,8676&nbsp,,1500&nbsp,,,漳州科技职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8678&nbsp,,0&nbsp,,,广西蓝天航空职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],46,,,8686&nbsp,,600&nbsp,,,漳州卫生职业学院&nbsp,
,,,,,10,,[提前批艺术专科],[高职高专批],10,,,8687&nbsp,,1000&nbsp,,,江西传媒职业学院(原江西新闻出版职业技术学院)&nbsp,
,,,,,,,,[高职高专批],31,,,8688&nbsp,,700&nbsp,,,泉州经贸职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8689&nbsp,,780&nbsp,,,湄洲湾职业技术学院&nbsp,
,,,,,,,,[高职高专批],20,,,8690&nbsp,,800&nbsp,,,山东城市建设职业学院&nbsp,
,,,,,25,[提前批艺术专科],[提前批艺术本科A段],[本科二批],10,,,8691&nbsp,,800&nbsp,,5,山东青年政治学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],30,,,8695&nbsp,,800&nbsp,,,枣庄职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],40,,,8698&nbsp,,1000&nbsp,,,重庆建筑工程职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],50,,,8703&nbsp,,400&nbsp,,,九江职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8705&nbsp,,800&nbsp,,,江西电力职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,3,,[提前批体育专科],[高职高专批],7,,,8707&nbsp,,500&nbsp,,,江西信息应用职业技术学院&nbsp,
,,,,,,,,[高职高专批],100,,,8708&nbsp,,1000&nbsp,,,江西工业工程职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8709&nbsp,,900&nbsp,,,江西交通职业技术学院&nbsp,
,,,,,,,,[高职高专批],30,,,8710&nbsp,,900&nbsp,,,江西应用技术职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],20,,,8715&nbsp,,600&nbsp,,,江西财经职业学院&nbsp,
,,,,,,,,[高职高专批],8,,,8716&nbsp,,600&nbsp,,,江西司法警官职业学院&nbsp,
,,,,,88,,[提前批艺术专科],[高职高专批],12,,,8717&nbsp,,1000&nbsp,,,江西陶瓷工艺美术职业技术学院&nbsp,
,,,,,,,,[提前批艺术专科],70,,,8718&nbsp,,1000&nbsp,,,江西艺术职业学院&nbsp,
,,,,,,,,[高职高专批],4,,,8719&nbsp,,800&nbsp,,,九江职业大学&nbsp,
6,,[提前批艺术专科],,,84,[提前批体育专科],[高职高专批],[本科二批],10,,,8720&nbsp,[提前批艺术本科B段],1300&nbsp,,4,江西应用科技学院(民办)&nbsp,12
,,,,,24,,[提前批艺术专科],[高职高专批],76,,,8721&nbsp,,1000&nbsp,,,武汉城市职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],30,,,8723&nbsp,,1400&nbsp,,,东莞职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],10,,,8726&nbsp,,1000&nbsp,,,四川卫生康复职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[本科二批],30,,,8730&nbsp,,1200&nbsp,,,宿迁学院(民办)&nbsp,
,,,,,,,,[高职高专批],60,,,8731&nbsp,,1200&nbsp,,,宿迁泽达职业技术学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],15,,,8740&nbsp,,1200&nbsp,,,温州科技职业学院&nbsp,
,,,,,,,,[高职高专批],10,,,8741&nbsp,,750&nbsp,,,北京交通运输职业学院&nbsp,
,,,,,,,,[提前批艺术专科],20,,,8742&nbsp,,800&nbsp,,,廊坊燕京职业技术学院&nbsp,
,,,,,,,,[高职高专批],10,,,8743&nbsp,,800&nbsp,,,石家庄科技职业学院(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[高职高专批],73,,,8745&nbsp,,1600&nbsp,,,杭州科技职业技术学院&nbsp,
,,,,,,,,[高职高专批],35,,,8746&nbsp,,1600&nbsp,,,台州科技职业学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,10,,[专科提前批空乘等],[高职高专批],20,,,8748&nbsp,,1500&nbsp,,,厦门东海职业技术学院(民办)&nbsp,
,,,,,,,,[高职高专批],10,,,8749&nbsp,,1500&nbsp,,,广西科技职业学院(民办)&nbsp,
,,,,,,,,[专科提前批直招士官],60,,,8750&nbsp,,600&nbsp,,,湖南国防工业职业技术学院&nbsp,
,,,,,,,,[高职高专批],100,,,8751&nbsp,,800&nbsp,,,日照职业技术学院&nbsp,
,,,,,,,,,,,,,,,,,,
