count1,count8,pici1,count3,school_name,pici7,pici8,school_id,pici3,pici4,count2,count4,count5,count7,pici2,price,count6,pici6,pici5
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[本科一批],10,,,5835&nbsp,,1000&nbsp,,,成都医学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,25,,[高职高专批],[本科二批],52,,,5850&nbsp,,1200&nbsp,,,吉林医药学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,48,,[提前批艺术本科A段],[本科二批],13,,,5855&nbsp,,800&nbsp,,,山西传媒学院&nbsp,
,,,,,,,,[本科二批],50,,,5856&nbsp,,0&nbsp,,,山西工程技术学院&nbsp,
,,,,,,,,[本科二批],70,,,5857&nbsp,,1000&nbsp,,,营口理工学院&nbsp,
,,,,,,,,[本科二批],60,,,5858&nbsp,,1200&nbsp,,,浙江外国语学院&nbsp,
,,,,,,,,[本科二批],30,,,5859&nbsp,,0&nbsp,,,山东农业工程学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[本科二批],1400,,,5994&nbsp,,1500&nbsp,,,郑州大学西亚斯国际学院与美国堪萨斯州富特海斯州立大学合办&nbsp,
,,,,,120,,[提前批艺术本科A段],[本科一批],1930,,,5995&nbsp,,400&nbsp,,,郑州大学(中外合作办学)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[专升本批],2000,,,5998&nbsp,,1500&nbsp,,,郑州大学西亚斯国际学院(专升本)&nbsp,
,,,,,,,,,,,,,,,,,,
180,,[提前批体育本科],189,490,280,[地方专项计划本科批],[国家专项计划本科批],[本科一批],4114,[提前批艺术本科A段],[特殊类型批],6000&nbsp,[提前批普通本科],400&nbsp,,400,郑州大学&nbsp,150
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
390,,[提前批艺术专科],130,,1270,[提前批体育本科],[高职高专批],[本科二批],4250,[对口生本科批],,6003&nbsp,[提前批艺术本科B段],1500&nbsp,,160,郑州大学西亚斯国际学院&nbsp,30
50,,,,,340,[提前批艺术本科A段],[提前批体育本科],[本科二批],302,,,6004&nbsp,[对口生本科批],600&nbsp,,110,郑州大学体育学院&nbsp,
100,,[提前批艺术本科A段],0,10,150,[地方专项计划本科批],[国家专项计划本科批],[本科一批],3153,[特殊类型批],[对口生本科批],6005&nbsp,[提前批体育本科],700&nbsp,,132,河南大学&nbsp,463
,,,,,,,,[本科一批],650,,,6006&nbsp,,700&nbsp,,,河南大学(软件类)&nbsp,
,,,,,,,,[本科一批],40,,,6007&nbsp,,700&nbsp,,,河南大学(与开封大学联合办学)（就读地点：开封大学）&nbsp,
,,,,,,,,[本科一批],160,,,6008&nbsp,,700&nbsp,,,河南大学(与濮阳市联办濮阳工学院)&nbsp,
,,,,,297,,[提前批艺术本科A段],[本科一批],1337,,,6009&nbsp,,700&nbsp,,,河南大学(中外合作办学)&nbsp,
120,,[提前批艺术本科A段],,,200,[地方专项计划本科批],[国家专项计划本科批],[本科一批],4568,,,6010&nbsp,[提前批体育本科],400&nbsp,,100,河南农业大学&nbsp,155
,,,,,,,,[专升本批],180,,,6011&nbsp,,400&nbsp,,,河南农业大学(专升本)&nbsp,
,,,,,,,,[本科一批],600,,,6012&nbsp,,400&nbsp,,,河南农业大学(中外合作办学)&nbsp,
,,,,,,,,[本科二批],300,,,6013&nbsp,,400&nbsp,,,河南农业大学(办学就读地点在许昌)&nbsp,
,,,,,,,,[本科一批],75,,,6014&nbsp,,700&nbsp,,,河南大学迈阿密学院&nbsp,
45,,[专科提前批医学类],49,,187,[国家专项计划本科批],[本科二批],[本科一批],3305,[高职提前单招批],,6015&nbsp,[地方专项计划本科批],800&nbsp,,100,河南中医药大学&nbsp,61
,,,,,,,,[专升本批],1216,,,6016&nbsp,,800&nbsp,,,河南中医药大学(专升本)&nbsp,
,,,,,,,,[本科二批],120,,,6017&nbsp,,800&nbsp,,,河南中医药大学(与嵩山少林武术职业学院联合办学（前两年就读嵩山）&nbsp,
,,,,,,,,[提前批普通本科],30,,,6018&nbsp,,800&nbsp,,,河南中医药大学(免费医学定向)定向就业县(市)见专业说明&nbsp,
,,,,,,,,[高职高专批],210,,,6019&nbsp,,800&nbsp,,,河南中医药大学(软件类专业)&nbsp,
,,,,,100,[地方专项计划本科批],[国家专项计划本科批],[本科一批],2133,,,6020&nbsp,,600&nbsp,,20,新乡医学院&nbsp,
,,,,,,,,[专升本批],497,,,6021&nbsp,,600&nbsp,,,新乡医学院(专升本)&nbsp,
,,,,,,,,[本科二批],500,,,6022&nbsp,,600&nbsp,,,新乡医学院(中外课程合作)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
147,[对口生专科批],[提前批艺术本科A段],253,796,3831,[高职高专批],[本科二批],[本科一批],224,[提前批艺术专科],[对口生本科批],6025&nbsp,[提前批体育本科],600&nbsp,765,772,河南科技学院&nbsp,201
,,,,,,,,[专升本批],647,,,6026&nbsp,,600&nbsp,,,河南科技学院(专升本)&nbsp,
,,,,,,,,[专升本批],3,,,6027&nbsp,,600&nbsp,,,河南科技学院(专升本只招收退役大学生士兵)&nbsp,
,,,,,,,,[专升本批],4,,,6028&nbsp,,800&nbsp,,,河南中医药大学(专升本只招收退役大学生士兵)&nbsp,
,,,,,,,,[提前批普通本科],50,,,6029&nbsp,,600&nbsp,,,新乡医学院(免费医学定向)定向就业县(市)见专业说明&nbsp,
250,[对口生本科批],[提前批体育本科],691,0,480,[国家专项计划本科批],[本科二批],[本科一批],4997,[提前批艺术本科A段],[特殊类型批],6030&nbsp,[地方专项计划本科批],400&nbsp,10,200,河南师范大学&nbsp,150
,,,,,,,,[本科二批],320,,,6031&nbsp,,400&nbsp,,,河南师范大学(中外合作办学)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,269,,[高职高专批],[本科二批],147,,,6033&nbsp,,800&nbsp,,,洛阳师范学院(免费全科师范定向就业招生)定向县(市)见专业说明&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,130,[提前批艺术本科A段],[提前批体育本科],[本科二批],2829,,,6035&nbsp,,800&nbsp,,707,洛阳师范学院&nbsp,
,,,,,,,,[专升本批],495,,,6036&nbsp,,800&nbsp,,,洛阳师范学院(专升本)&nbsp,
,,,,,75,,[提前批艺术本科B段],[本科二批],340,,,6037&nbsp,,800&nbsp,,,洛阳师范学院(中外合作办学)&nbsp,
,,,,,,,,[本科二批],345,,,6038&nbsp,,800&nbsp,,,洛阳师范学院(软件类)&nbsp,
,,,,,,,,[本科二批],100,,,6039&nbsp,,800&nbsp,,,洛阳师范学院(马来西亚城市大学河洛学院)&nbsp,
342,,[对口生本科批],,,990,[提前批体育本科],[高职高专批],[本科二批],2731,,,6040&nbsp,[提前批艺术本科A段],800&nbsp,,115,许昌学院&nbsp,30
,,,,,,,,[专升本批],894,,,6041&nbsp,,800&nbsp,,,许昌学院(专升本)&nbsp,
50,,,,,160,[提前批艺术本科B段],[高职高专批],[本科二批],690,,,6042&nbsp,[提前批艺术专科],800&nbsp,,190,许昌学院(中外合作办学)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[专升本批],2,,,6044&nbsp,,400&nbsp,,,河南牧业经济学院(专升本只招收退役大学生士兵)&nbsp,
90,,,,,4110,[提前批艺术本科A段],[高职高专批],[本科二批],4201,,,6045&nbsp,[提前批艺术专科],400&nbsp,,205,河南牧业经济学院&nbsp,
,,,,,,,,[专升本批],798,,,6046&nbsp,,400&nbsp,,,河南牧业经济学院(专升本)&nbsp,
,,,,,,,,[本科二批],360,,,6047&nbsp,,800&nbsp,,,河南牧业经济学院(中外合作)(英才校区)&nbsp,
,,,,,,,,[高职高专批],600,,,6048&nbsp,,800&nbsp,,,河南牧业经济学院(软件类)(龙子湖校区)&nbsp,
,,,,,,,,[专升本批],18,,,6049&nbsp,,650&nbsp,,,安阳师范学院(专升本只招收退役大学生士兵)&nbsp,
532,,[对口生本科批],,,70,[提前批体育本科],[高职高专批],[本科二批],2921,,,6050&nbsp,[提前批艺术本科A段],650&nbsp,,240,安阳师范学院&nbsp,80
,,,,,,,,[专升本批],1982,,,6051&nbsp,,650&nbsp,,,安阳师范学院(专升本)&nbsp,
,,,,,260,,[高职高专批],[本科二批],120,,,6052&nbsp,,650&nbsp,,,安阳师范学院(中外合作办学)&nbsp,
,,,,,700,,[高职高专批],[本科二批],390,,,6053&nbsp,,650&nbsp,,,安阳师范学院(软件类)&nbsp,
,,,,,,,,[本科二批],169,,,6054&nbsp,,650&nbsp,,,安阳师范学院(免费全科师范定向就业招生)定向县(市)见专业说明&nbsp,
100,,[提前批艺术本科A段],,,420,[提前批体育本科],[高职高专批],[本科二批],2599,,,6055&nbsp,[提前批体育专科],600&nbsp,,171,商丘师范学院&nbsp,511
,,,,,,,,[专升本批],1092,,,6056&nbsp,,600&nbsp,,,商丘师范学院(专升本)&nbsp,
150,,,,,330,[提前批艺术本科B段],[高职高专批],[本科二批],465,,,6057&nbsp,[提前批艺术专科],600&nbsp,,250,商丘师范学院(中外合作办学)&nbsp,
,,,,,,,,[本科二批],100,,,6058&nbsp,,600&nbsp,,,商丘师范学院(与商丘职业技术学院联办)（就读在商丘职业技术学院)&nbsp,
,,,,,,,,[本科二批],129,,,6059&nbsp,,600&nbsp,,,商丘师范学院(免费全科师范定向就业招生)定向县(市)见专业说明&nbsp,
478,,[提前批艺术本科B段],40,,460,[提前批体育本科],[高职高专批],[本科二批],2812,[提前批艺术专科],,6060&nbsp,[提前批艺术本科A段],700&nbsp,,240,周口师范学院&nbsp,160
,,,,,,,,[专升本批],989,,,6061&nbsp,,700&nbsp,,,周口师范学院(专升本)&nbsp,
,,,,,,,,[本科二批],102,,,6062&nbsp,,700&nbsp,,,周口师范学院(免费全科师范定向就业招生)定向县(市)见专业说明&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,[专升本批],8,,,6064&nbsp,,0&nbsp,,,商丘师范学院(专升本只招收退役大学生士兵)&nbsp,
190,,,,,175,[提前批艺术本科A段],[提前批体育本科],[本科二批],3205,,,6065&nbsp,[对口生本科批],500&nbsp,,447,信阳师范学院&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,172,,[高职高专批],[本科二批],144,,,6068&nbsp,,500&nbsp,,,信阳师范学院(免费全科师范定向就业招生)定向县(市)见专业说明&nbsp,
,,,,,,,,[本科二批],430,,,6069&nbsp,,500&nbsp,,,信阳师范学院(中外合作办学)&nbsp,
564,,,,,54,[提前批体育本科],[高职高专批],[本科二批],2991,,,6070&nbsp,[提前批艺术本科A段],800&nbsp,,90,南阳师范学院&nbsp,
,,,,,,,,[专升本批],1285,,,6071&nbsp,,800&nbsp,,,南阳师范学院(专升本)&nbsp,
,,,,,275,,[提前批艺术本科B段],[本科二批],190,,,6072&nbsp,,800&nbsp,,,南阳师范学院(中外合作办学)&nbsp,
,,,,,,,,[专升本批],15,,,6073&nbsp,,800&nbsp,,,南阳师范学院(专升本只招收退役大学生士兵)&nbsp,
,,,,,146,,[高职高专批],[本科二批],114,,,6074&nbsp,,800&nbsp,,,南阳师范学院(免费全科师范定向就业招生)定向县（市）见专业说明&nbsp,
245,,[提前批艺术专科],,,1763,[高职高专批],[本科二批],[本科一批],112,,,6075&nbsp,[提前批艺术本科A段],600&nbsp,,150,南阳理工学院&nbsp,150
,,,,,,,,[专升本批],1200,,,6076&nbsp,,600&nbsp,,,南阳理工学院(专升本)&nbsp,
,,,,,,,,[本科二批],630,,,6077&nbsp,,600&nbsp,,,南阳理工学院(软件类)&nbsp,
,,,,,,,,[本科二批],427,,,6078&nbsp,,600&nbsp,,,南阳理工学院(中外合作办学)&nbsp,
,,,,,,,,[本科二批],50,,,6079&nbsp,,700&nbsp,,,"南阳理工学院(与南阳医学高等专科学校联办,就读在南阳医专）&nbsp",
110,,[提前批艺术本科A段],0,,1342,[国家专项计划本科批],[本科二批],[本科一批],2223,[特殊类型批],,6080&nbsp,[地方专项计划本科批],600&nbsp,,200,河南财经政法大学&nbsp,115
,,,,,,,,[专升本批],220,,,6081&nbsp,,600&nbsp,,,河南财经政法大学(专升本)&nbsp,
,,,,,,,,[本科二批],150,,,6082&nbsp,,600&nbsp,,,河南财经政法大学(与俄罗斯人民友谊大学合办)&nbsp,
,,,,,,,,[本科二批],396,,,6083&nbsp,,800&nbsp,,,"河南财经政法大学(与河南省人民检察院联办,就读在河南检察职业学院）&nbsp",
,,,,,,,,,,,,,,,,,,
80,,[提前批体育本科],176,,720,[国家专项计划本科批],[本科二批],[本科一批],5256,[提前批艺术本科A段],,6085&nbsp,[地方专项计划本科批],400&nbsp,,180,河南科技大学&nbsp,70
,,,,,,,,[专升本批],1100,,,6086&nbsp,,400&nbsp,,,河南科技大学(专升本)&nbsp,
,,,,,,,,[本科二批],200,,,6087&nbsp,,800&nbsp,,,华北水利水电大学(与河南经贸职业学院联办，就读在河南经贸职业学院)&nbsp,
,,,,,,,,[本科二批],400,,,6088&nbsp,,700&nbsp,,,"河南科技大学(与三门峡市政府联办应用工程学院,就读地在三门峡市)&nbsp",
,,,,,,,,[本科二批],105,,,6089&nbsp,,800&nbsp,,,河南科技大学(与河南工业职业技术学院联办，就读地在南阳市)&nbsp,
20,,[提前批普通本科],154,120,2115,[国家专项计划本科批],[本科二批],[本科一批],1619,[提前批艺术本科A段],[专科提前批空乘等],6090&nbsp,[地方专项计划本科批],800&nbsp,,20,郑州航空工业管理学院&nbsp,20
,,,,,,,,[专升本批],997,,,6091&nbsp,,800&nbsp,,,郑州航空工业管理学院(专升本)&nbsp,
,,,,,85,,[提前批艺术本科A段],[本科二批],300,,,6092&nbsp,,800&nbsp,,,郑州航空工业管理学院(中外合作办学)&nbsp,
,,,,,,,,[本科二批],50,,,6093&nbsp,,800&nbsp,,,郑州航空工业管理学院(与郑州信息科技职业学院联办)&nbsp,
,,,,,,,,[本科二批],100,,,6094&nbsp,,1000&nbsp,,,河南理工大学(与平顶山工业职业技术学院联办，就读地在平顶山)&nbsp,
120,,[提前批艺术本科A段],,,50,[国家专项计划本科批],[本科二批],[本科一批],3424,,,6095&nbsp,[地方专项计划本科批],800&nbsp,,100,华北水利水电大学&nbsp,203
,,,,,,,,[专升本批],339,,,6096&nbsp,,800&nbsp,,,华北水利水电大学(专升本)&nbsp,
,,,,,,,,[本科二批],388,,,6097&nbsp,,800&nbsp,,,华北水利水电大学(中外合作办学)&nbsp,
,,,,,,,,[本科二批],355,,,6098&nbsp,,800&nbsp,,,"华北水利水电大学(与嵩山少林武术职业学院联办,就读地详见专业说明)&nbsp",
,,,,,,,,[本科二批],100,,,6099&nbsp,,800&nbsp,,,"华北水利水电大学(与黄河水利职业技术学院联办,就读地在开封)&nbsp",
100,[特殊类型批],[地方专项计划本科批],42,83,120,[高职高专批],[本科二批],[本科一批],5922,[提前批体育本科],[提前批艺术本科A段],6100&nbsp,[国家专项计划本科批],800&nbsp,0,300,河南理工大学&nbsp,70
,,,,,,,,[专升本批],600,,,6101&nbsp,,800&nbsp,,,河南理工大学(专升本)&nbsp,
,,,,,,,,[本科二批],249,,,6102&nbsp,,800&nbsp,,,河南理工大学(中外合作办学)&nbsp,
,,,,,90,,[专科提前批医学类],[高职高专批],410,,,6103&nbsp,,800&nbsp,,,河南理工大学(办学就读地在焦作市解放中路）&nbsp,
,,,,,,,,[本科二批],240,,,6104&nbsp,,800&nbsp,,,河南理工大学(与鹤壁市政府联办工程技术学院)(就读在鹤壁)&nbsp,
75,,[提前批艺术本科A段],,,320,[国家专项计划本科批],[高职高专批],[本科一批],3115,,,6105&nbsp,[地方专项计划本科批],1100&nbsp,,200,河南工业大学&nbsp,270
,,,,,,,,[高职高专批],200,,,6106&nbsp,,1100&nbsp,,,河南工业大学(办学就读地点在河南辅读中等职业学校）&nbsp,
,,,,,640,[提前批艺术专科],[高职高专批],[本科二批],447,,,6107&nbsp,,1100&nbsp,,360,河南工业大学(中外合作办学)&nbsp,
,,,,,70,,[提前批艺术本科A段],[本科二批],330,,,6108&nbsp,,,,,河南工业大学(与漯河市政府合办漯河工学院）（就读地在漯河）&nbsp,
,,,,,,,,[本科二批],180,,,6109&nbsp,,600&nbsp,,,河南工业大学(与河南应用技术职业学院联办，就读在技术职业学院)&nbsp,
21,,[提前批体育本科],50,,600,[国家专项计划本科批],[本科二批],[本科一批],2107,[提前批艺术本科A段],,6110&nbsp,[地方专项计划本科批],600&nbsp,,50,郑州轻工业学院&nbsp,20
,,,,,,,,[专升本批],200,,,6111&nbsp,,600&nbsp,,,郑州轻工业学院(专升本)&nbsp,
,,,,,,,,[提前批艺术本科A段],226,,,6112&nbsp,,1000&nbsp,,,郑州轻工业学院易斯顿美术学院&nbsp,
,,,,,40,,[提前批艺术本科B段],[本科二批],630,,,6113&nbsp,,600&nbsp,,,郑州轻工业学院(中外合作办学)&nbsp,
,,,,,,,,[本科二批],100,,,6114&nbsp,,800&nbsp,,,郑州轻工业学院(与济源职业技术学院联办)(就读在济源职业技术学院)&nbsp,
20,,[提前批艺术本科A段],,,966,[国家专项计划本科批],[本科二批],[本科一批],1574,,,6115&nbsp,[地方专项计划本科批],800&nbsp,,20,中原工学院&nbsp,221
,,,,,,,,[本科一批],63,,,6116&nbsp,,800&nbsp,,,中原工学院中原彼得堡航空学院&nbsp,
,,,,,300,,[高职高专批],[本科一批],700,,,6117&nbsp,,800&nbsp,,,中原工学院(软件类)&nbsp,
,,,,,,,,[本科二批],100,,,6118&nbsp,,900&nbsp,,,"中原工学院(与河南职业技术学院联办,就读在河南职业技术学院)&nbsp",
,,,,,,,,[本科二批],93,,,6119&nbsp,,800&nbsp,,,中原工学院(中外合作办学)&nbsp,
10,,[提前批艺术本科A段],,,2558,[国家专项计划本科批],[本科二批],[本科一批],130,,,6120&nbsp,[地方专项计划本科批],400&nbsp,,20,河南城建学院&nbsp,245
,,,,,,,,[专升本批],692,,,6121&nbsp,,400&nbsp,,,河南城建学院(专升本)&nbsp,
,,,,,,,,[本科二批],280,,,6122&nbsp,,400&nbsp,,,河南城建学院(中外合作办学)&nbsp,
,,,,,,,,[专升本批],8,,,6123&nbsp,,400&nbsp,,,河南城建学院(专升本只招收退役大学生士兵)&nbsp,
,,,,,,,,[专升本批],3,,,6124&nbsp,,800&nbsp,,,郑州航空工业管理学院(专升本只招收退役大学生士兵)&nbsp,
395,,[专科提前批医学类],40,,602,[提前批体育本科],[高职高专批],[本科二批],2298,[对口生专科批],,6125&nbsp,[提前批艺术本科A段],300&nbsp,,83,平顶山学院&nbsp,402
,,,,,,,,[专升本批],796,,,6126&nbsp,,300&nbsp,,,平顶山学院(专升本)&nbsp,
,,,,,100,,[提前批艺术本科A段],[本科二批],258,,,6127&nbsp,,300&nbsp,,,平顶山学院(中外合作办学)&nbsp,
,,,,,110,,[高职高专批],[本科二批],203,,,6128&nbsp,,300&nbsp,,,平顶山学院(软件类)&nbsp,
,,,,,,,,[专升本批],3,,,6129&nbsp,,600&nbsp,,,新乡医学院(专升本只招收退役大学生士兵)&nbsp,
793,,[提前批艺术专科],160,220,1340,[提前批体育本科],[高职高专批],[本科二批],2424,[对口生本科批],[对口生专科批],6130&nbsp,[提前批艺术本科B段],1400&nbsp,,58,黄河科技学院(民办)&nbsp,540
,,,,,,,,[专升本批],2708,,,6131&nbsp,,1400&nbsp,,,黄河科技学院(专升本)(民办)&nbsp,
,,,,,400,,[高职高专批],[本科二批],500,,,6132&nbsp,,1400&nbsp,,,黄河科技学院(中外合作办学)(民办)&nbsp,
,,,,,200,,[对口生本科批],[本科二批],800,,,6133&nbsp,,1400&nbsp,,,黄河科技学院(应用技术学院)(各专业办学地点在济源市）(民办)&nbsp,
,,,,,,,,,,,,,,,,,,
342,,[提前批艺术专科],,,1200,[提前批普通本科],[高职高专批],[本科二批],2874,,,6135&nbsp,[提前批艺术本科A段],600&nbsp,,84,安阳工学院&nbsp,80
,,,,,,,,[专升本批],1600,,,6136&nbsp,,600&nbsp,,,安阳工学院(专升本)&nbsp,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
